Case_no,Feature,Chemistry,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,C,Mn,S
49,JT-02,Filings,4.5,0.219,NA,NA,0.15641122645764868,0.5800480873851651,0.01652442379937492
50,JT-02,Filings,4.5,0.219,NA,NA,0.16250365633226646,0.4769866092063937,0.022127983139356697
51,JT-02,Filings,4.5,0.219,NA,NA,0.1700697128906312,0.5817006788306308,0.019926432669724
52,JT-02,Filings,4.5,0.219,NA,NA,0.14195180673077795,0.6151904720835315,0.026730533947945466
53,JT-02,Filings,4.5,0.219,NA,NA,0.17931762355627612,0.5400440599946912,0.014453926865559593
54,JT-02,Filings,4.5,0.219,NA,NA,0.17175077335464237,0.5604672276372754,0.025987644880272467
55,JT-02,Filings,4.5,0.219,NA,NA,0.17639882270135002,0.550006787093824,0.015375139609850373
56,JT-02,Filings,4.5,0.219,NA,NA,0.21482291269022197,0.6557808101136685,0.013896284763846675
57,JT-02,Filings,4.5,0.219,NA,NA,0.16719718384327678,0.5649196941614374,0.023533755600534598
58,JT-02,Filings,4.5,0.219,NA,NA,0.17737682668106722,0.590356073072356,0.023402046417350688
59,JT-02,Filings,4.5,0.219,NA,NA,0.16575247110526942,0.5999010021118801,0.020831269500408475
60,JT-02,Filings,4.5,0.219,NA,NA,0.18621107751076693,0.5463704553285184,0.022733418175704963
61,JT-02,Filings,4.5,0.219,NA,NA,0.17024333885066392,0.5214862798993141,0.026320360998145154
62,JT-02,Filings,4.5,0.219,NA,NA,0.19864354692867636,0.5503512610493135,0.016871800709866047
63,JT-02,Filings,4.5,0.219,NA,NA,0.14877641002392006,0.5183121802113632,0.02261313668617624
64,JT-02,Filings,4.5,0.219,NA,NA,0.15875161793506135,0.5809000640745501,0.025565695814513217
65,JT-02,Filings,4.5,0.219,NA,NA,0.13952386081551701,0.5843514719491103,0.01717664997417414
66,JT-02,Filings,4.5,0.219,NA,NA,0.1666689051531848,0.5838183105378594,0.01786981777899189
67,JT-02,Filings,4.5,0.219,NA,NA,0.1296449767634865,0.5124107677339546,0.024402302839623538
68,JT-02,Filings,4.5,0.219,NA,NA,0.15327106150545017,0.5943293223818431,0.02002725777477309
69,JT-02,Filings,4.5,0.219,NA,NA,0.1597348442274178,0.5427761024000521,0.013046954421014115
70,JT-02,Filings,4.5,0.219,NA,NA,0.12447363571772577,0.5524487446575874,0.022784971419997746
71,JT-02,Filings,4.5,0.219,NA,NA,0.1735158215177526,0.45388310351997496,0.024946866343080108
72,JT-02,Filings,4.5,0.219,NA,NA,0.18264358408596368,0.49808515665086983,0.01967465452987372
73,JT-02,Filings,4.5,0.219,NA,NA,0.1511418267467205,0.5052286172778944,0.016003792371026095
74,JT-02,Filings,4.5,0.219,NA,NA,0.17898183223563563,0.5151735732323012,0.021487020195388652
75,JT-02,Filings,4.5,0.219,NA,NA,0.2232699679993387,0.5538989174158792,0.022335035519970212
76,JT-02,Filings,4.5,0.219,NA,NA,0.12434863065288375,0.528564036092444,0.015296198563284
77,JT-02,Filings,4.5,0.219,NA,NA,0.15413338098015567,0.5596656509646163,0.018861979364171923
78,JT-02,Filings,4.5,0.219,NA,NA,0.133673191853074,0.5065843452516235,0.013797077293597387
79,JT-02,Filings,4.5,0.219,NA,NA,0.1266964678984778,0.48509576692764295,0.022549685542674232
80,JT-02,Filings,4.5,0.219,NA,NA,0.13769217135535458,0.6297387454953076,0.021844024483757486
81,JT-02,Filings,4.5,0.219,NA,NA,0.11394769109043743,0.6221268721235198,0.025153323857829465
82,JT-02,Filings,4.5,0.219,NA,NA,0.16976123155156966,0.6485545688947797,0.022401152999264925
83,JT-02,Filings,4.5,0.219,NA,NA,0.17436336876250316,0.5196070455776332,0.0191553183549861
84,JT-02,Filings,4.5,0.219,NA,NA,0.17562088856398908,0.650755135025595,0.02799320734696326
85,JT-02,Filings,4.5,0.219,NA,NA,0.14023591093014173,0.5593706465307859,0.022265106558241092
86,JT-02,Filings,4.5,0.219,NA,NA,0.1655872993881037,0.5488955159788088,0.021559235977001837
87,JT-02,Filings,4.5,0.219,NA,NA,0.17539564171097313,0.6248665359683645,0.023270788853707605
88,JT-02,Filings,4.5,0.219,NA,NA,0.12209704313559178,0.5015354586905487,0.026273527569217976
89,JT-02,Filings,4.5,0.219,NA,NA,0.15222912029937588,0.5440088076171703,0.020656536938005766
90,JT-02,Filings,4.5,0.219,NA,NA,0.19498097782451923,0.5754702430503027,0.01696433622686291
91,JT-02,Filings,4.5,0.219,NA,NA,0.10574701055856772,0.5432973347224123,0.021607477820321817
92,JT-02,Filings,4.5,0.219,NA,NA,0.17180903448822066,0.4772552560209025,0.023266441135900255
93,JT-02,Filings,4.5,0.219,NA,NA,0.1998267616428322,0.5358800961200713,0.018448574355185862
94,JT-02,Filings,4.5,0.219,NA,NA,0.16002346591314454,0.5453538487359328,0.028908629373929608
95,JT-02,Filings,4.5,0.219,NA,NA,0.15102875025687854,0.5149211080056724,0.013081008945989927
96,JT-02,Filings,4.5,0.219,NA,NA,0.18999841252635305,0.6228106487009415,0.02331794064399563
97,JT-02,Filings,4.5,0.219,NA,NA,0.12532717678856675,0.5753482375821048,0.019965034543572013
98,JT-02,Filings,4.5,0.219,NA,NA,0.1640700203490362,0.5232819056664577,0.021778362575103693
99,JT-02,Filings,4.5,0.219,NA,NA,0.14307278580397972,0.45407153805142475,0.015698089648416708
100,JT-02,Filings,4.5,0.219,NA,NA,0.1497388378907989,0.5617419634497538,0.019816630153763698
101,JT-02,Filings,4.5,0.219,NA,NA,0.22075295661017952,0.5382538565850866,0.023943960393924428
102,JT-02,Filings,4.5,0.219,NA,NA,0.18276052709152127,0.657698262098921,0.015292281192923416
103,JT-02,Filings,4.5,0.219,NA,NA,0.11864494858334523,0.4930740053149724,0.012887509471276818
104,JT-02,Filings,4.5,0.219,NA,NA,0.18320193614234137,0.6072744539142245,0.022055403173188347
105,JT-02,Filings,4.5,0.219,NA,NA,0.16748901790768236,0.5505794173411162,0.012488868027471225
106,JT-02,Filings,4.5,0.219,NA,NA,0.2015243966842127,0.5170006757562668,0.02143248231826289
107,JT-02,Filings,4.5,0.219,NA,NA,0.14741173097303817,0.5363262384492228,0.022918029934782803
108,JT-02,Filings,4.5,0.219,NA,NA,0.1780691058251454,0.5628715751913,0.01916447643103291
109,JT-02,Filings,4.5,0.219,NA,NA,0.1194080782799766,0.5410132682375026,0.02464988217770538
110,JT-02,Filings,4.5,0.219,NA,NA,0.18329145098630872,0.55188102007201,0.01962944946526917
111,JT-02,Filings,4.5,0.219,NA,NA,0.16456782365602815,0.5269257404807146,0.019599924980292845
112,JT-02,Filings,4.5,0.219,NA,NA,0.15971630077257454,0.5283850943516176,0.012121747119987623
113,JT-02,Filings,4.5,0.219,NA,NA,0.1958669065872425,0.6032913415567897,0.025199501660789127
114,JT-02,Filings,4.5,0.219,NA,NA,0.1401522547495892,0.524105941544643,0.020825730858576558
115,JT-02,Filings,4.5,0.219,NA,NA,0.17095700682644716,0.4938947123172833,0.015537521487728382
116,JT-02,Filings,4.5,0.219,NA,NA,0.14209954560513324,0.45286448571797155,0.020012961803758805
117,JT-02,Filings,4.5,0.219,NA,NA,0.1730005003656027,0.5345708846832562,0.020888349264726817
118,JT-02,Filings,4.5,0.219,NA,NA,0.19576068008467915,0.5642403296875137,0.014589361236659586
119,JT-02,Filings,4.5,0.219,NA,NA,0.16247682597905155,0.5285493005231732,0.023121542656484695
120,JT-02,Filings,4.5,0.219,NA,NA,0.15357199467863866,0.5005756758574906,0.02391774344458678
121,JT-02,Filings,4.5,0.219,NA,NA,0.13429791225178478,0.545397527981346,0.01863861038095234
122,JT-02,Filings,4.5,0.219,NA,NA,0.23462735930449163,0.47200994760133874,0.017410634555534987
123,JT-02,Filings,4.5,0.219,NA,NA,0.1636635517595705,0.5453553466351143,0.019739377585275258
124,JT-02,Filings,4.5,0.219,NA,NA,0.14970382769349938,0.5870940645746965,0.014642754549724551
125,JT-02,Filings,4.5,0.219,NA,NA,0.19113747253306862,0.5084772970026239,0.018218611647524526
126,JT-02,Filings,4.5,0.219,NA,NA,0.18996066510693274,0.5571806187855435,0.01835562723748336
127,JT-02,Filings,4.5,0.219,NA,NA,0.14402843671739346,0.5679257892129524,0.028162200563066127
128,JT-02,Filings,4.5,0.219,NA,NA,0.1533182022024544,0.5786202103652953,0.016884618220857683
129,JT-02,Filings,4.5,0.219,NA,NA,0.19836744961641767,0.635260982723751,0.02407911120048324
130,JT-02,Filings,4.5,0.219,NA,NA,0.1675319295788148,0.6417450327536762,0.028592852912117307
131,JT-02,Filings,4.5,0.219,NA,NA,0.147834602196082,0.532022920265684,0.02387568516744839
132,JT-02,Filings,4.5,0.219,NA,NA,0.19200002216837495,0.535885972725106,0.02847231511512958
133,JT-02,Filings,4.5,0.219,NA,NA,0.19093675464966878,0.49077979593619897,0.021064253812976594
134,JT-02,Filings,4.5,0.219,NA,NA,0.2007056075647357,0.4989469504721352,0.021099763272745008
135,JT-02,Filings,4.5,0.219,NA,NA,0.18760863904966063,0.5463219262735031,0.022403387502477168
136,JT-02,Filings,4.5,0.219,NA,NA,0.18058091725505543,0.5584839303162183,0.01884194232407175
137,JT-02,Filings,4.5,0.219,NA,NA,0.19353707674803752,0.5286908448041354,0.022465627497789284
138,JT-02,Filings,4.5,0.219,NA,NA,0.15057854126668035,0.6221077617159375,0.022665533401855342
139,JT-02,Filings,4.5,0.219,NA,NA,0.1998618586959104,0.6569249718279897,0.022379592212257892
140,JT-02,Filings,4.5,0.219,NA,NA,0.1963367226015857,0.5251455394348999,0.019936911977454827
141,JT-02,Filings,4.5,0.219,NA,NA,0.17419395774813365,0.5203188254240134,0.008659605433051457
142,JT-02,Filings,4.5,0.219,NA,NA,0.1749444984663418,0.5760115175686572,0.01942164711128841
143,JT-02,Filings,4.5,0.219,NA,NA,0.16478888779231524,0.5357237224981941,0.02192458536737628
144,JT-02,Filings,4.5,0.219,NA,NA,0.16391313922747577,0.5171780084418108,0.020983315879442625
145,JT-02,Filings,4.5,0.219,NA,NA,0.1811526681188396,0.5054969416950017,0.02329477417456394
146,JT-02,Filings,4.5,0.219,NA,NA,0.21901513012735546,0.5147514961857487,0.015177659414940209
147,JT-02,Filings,4.5,0.219,NA,NA,0.12831012748713808,0.6172205261446286,0.025656979083362987
148,JT-02,Filings,4.5,0.219,NA,NA,0.17037302520511127,0.45722570251672506,0.023964750551537843
149,JT-02,Filings,4.5,0.219,NA,NA,0.13561281594808297,0.5806264143834508,0.013343371510046897
150,JT-02,Filings,4.5,0.219,NA,NA,0.15876588756166718,0.43350504522429584,0.011776990599606352
151,JT-02,Filings,4.5,0.219,NA,NA,0.14788208649369103,0.5621295053223845,0.01876008473251414
152,JT-02,Filings,4.5,0.219,NA,NA,0.15647709375020966,0.5052895125357965,0.0181435919039166
153,JT-02,Filings,4.5,0.219,NA,NA,0.1426194334026457,0.4648452631082119,0.0167931864943512
154,JT-02,Filings,4.5,0.219,NA,NA,0.172871459630798,0.5683771004647327,0.01702295576610329
155,JT-02,Filings,4.5,0.219,NA,NA,0.18161776924783385,0.5503080434337774,0.020844991340247334
156,JT-02,Filings,4.5,0.219,NA,NA,0.13324832555752286,0.636902816474914,0.018789447000959338
157,JT-02,Filings,4.5,0.219,NA,NA,0.1681017050567478,0.5229652636819478,0.01221964885114742
158,JT-02,Filings,4.5,0.219,NA,NA,0.2108866958056497,0.4946750043295558,0.0157949442123932
159,JT-02,Filings,4.5,0.219,NA,NA,0.14558720358473246,0.54735114738284385,0.025896007206068012
160,JT-02,Filings,4.5,0.219,NA,NA,0.1393845259920085,0.5730997717014146,0.012872426983495363
161,JT-02,Filings,4.5,0.219,NA,NA,0.14887064879354583,0.5525806092639103,0.022568983623290347
162,JT-02,Filings,4.5,0.219,NA,NA,0.17053834516638317,0.5981854328094318,0.018695397770977385
163,JT-02,Filings,4.5,0.219,NA,NA,0.17564659609704106,0.5734910963884126,0.01401163137011035
164,JT-02,Filings,4.5,0.219,NA,NA,0.18456182874974245,0.4906716350822743,0.017410708671356
165,JT-02,Filings,4.5,0.219,NA,NA,0.16375012033846742,0.48972822867917587,0.02880931447699577
166,JT-02,Filings,4.5,0.219,NA,NA,0.16450325137107732,0.4789587258745084,0.02451056537142721
167,JT-02,Filings,4.5,0.219,NA,NA,0.19227621103273226,0.45983741888294305,0.02468061894346908
168,JT-02,Filings,4.5,0.219,NA,NA,0.15175442407639347,0.5609243831338283,0.024425053322204137
169,JT-02,Filings,4.5,0.219,NA,NA,0.1381065813963925,0.5634221204271641,0.015593127580863037
170,JT-02,Filings,4.5,0.219,NA,NA,0.1691859149309996,0.510375907756541,0.01605527684266991
171,JT-02,Filings,4.5,0.219,NA,NA,0.16136060922509782,0.48257422406191464,0.027044734625831672
172,JT-02,Filings,4.5,0.219,NA,NA,0.21459399857407535,0.5161871720662092,0.012414672335898016
173,JT-02,Filings,4.5,0.219,NA,NA,0.19079830849020962,0.5647269215704841,0.029957212098724453
174,JT-02,Filings,4.5,0.219,NA,NA,0.20615606210084608,0.5720553286979271,0.03024946668641571
175,JT-02,Filings,4.5,0.219,NA,NA,0.18311030769113096,0.50683664209452,0.016765410585155387
176,JT-02,Filings,4.5,0.219,NA,NA,0.17428193299894484,0.488723767802753,0.01352511975237268
177,JT-02,Filings,4.5,0.219,NA,NA,0.1386573998835595,0.5087338239087181,0.02072679319507416
178,JT-02,Filings,4.5,0.219,NA,NA,0.1788852327471538,0.6015705570497842,0.013510066781706125
179,JT-02,Filings,4.5,0.219,NA,NA,0.178833009346107,0.562400988705764,0.016246134031486045
180,JT-02,Filings,4.5,0.219,NA,NA,0.19288569684571658,0.5382729701290684,0.02527624763750599
181,JT-02,Filings,4.5,0.219,NA,NA,0.21550150138426938,0.5010536710660853,0.016352465965185768
182,JT-02,Filings,4.5,0.219,NA,NA,0.16527367888956337,0.5327637621328528,0.01862081091990161
183,JT-02,Filings,4.5,0.219,NA,NA,0.16919485593185932,0.6119083192505027,0.015616735683476973
184,JT-02,Filings,4.5,0.219,NA,NA,0.15409490370360132,0.4569740945303744,0.02125418507525094
185,JT-02,Filings,4.5,0.219,NA,NA,0.16001194795141271,0.4700171369078979,0.019995482480416615
186,JT-02,Filings,4.5,0.219,NA,NA,0.14680868881974243,0.5805571715060012,0.02570616012714856
187,JT-02,Filings,4.5,0.219,NA,NA,0.1963225839447592,0.5010515936871754,0.021522770316888918
188,JT-02,Filings,4.5,0.219,NA,NA,0.23730313382008505,0.4815016015253289,0.023475583634930082
189,JT-02,Filings,4.5,0.219,NA,NA,0.13603933514163397,0.5270239745561792,0.026403690319633726
190,JT-02,Filings,4.5,0.219,NA,NA,0.19611400602665513,0.5761955000483943,0.028107587438410055
191,JT-02,Filings,4.5,0.219,NA,NA,0.19160218326161074,0.5929821405087821,0.026337802493956064
192,JT-02,Filings,4.5,0.219,NA,NA,0.18706397177328726,0.6214257203551412,0.02284077670875653
193,JT-02,Filings,4.5,0.219,NA,NA,0.15491946752720875,0.5621293223913493,0.018717678153232862
194,JT-02,Filings,4.5,0.219,NA,NA,0.14815507945413883,0.5212098326102368,0.027111294802184095
195,JT-02,Filings,4.5,0.219,NA,NA,0.193603412447577,0.538864156840022,0.023830518924537636
196,JT-02,Filings,4.5,0.219,NA,NA,0.16044340804521287,0.5624597865623585,0.020706704036192288
197,JT-02,Filings,4.5,0.219,NA,NA,0.17120900191122382,0.5758854168306338,0.019604169349905533
198,JT-02,Filings,4.5,0.219,NA,NA,0.13549510919523242,0.5151349224860957,0.019026702394054452
199,JT-02,Filings,4.5,0.219,NA,NA,0.14089196038042326,0.5007606156250679,0.0229607053897624
200,JT-02,Filings,4.5,0.219,NA,NA,0.16909761667838255,0.5854228098296675,0.01292151607775282
201,JT-02,Filings,4.5,0.219,NA,NA,0.17906237532772512,0.530675103963627,0.01710431494306987
202,JT-02,Filings,4.5,0.219,NA,NA,0.17083744157126352,0.5990483091630101,0.01675236383185341
203,JT-02,Filings,4.5,0.219,NA,NA,0.18554292467711153,0.6601493905167946,0.018628074414149456
204,JT-02,Filings,4.5,0.219,NA,NA,0.17464877460815978,0.5057678381233592,0.01691169333048495
205,JT-02,Filings,4.5,0.219,NA,NA,0.20889420856143015,0.5528725823195398,0.01592398588884488
206,JT-02,Filings,4.5,0.219,NA,NA,0.18864409294826792,0.5657733395597331,0.01998807173067057
207,JT-02,Filings,4.5,0.219,NA,NA,0.13777579442825713,0.5342607066537994,0.021222553173508702
208,JT-02,Filings,4.5,0.219,NA,NA,0.15031283845169666,0.5677770597718159,0.01741898791652816
209,JT-02,Filings,4.5,0.219,NA,NA,0.1843889376105323,0.5304806358820303,0.024902811298502817
210,JT-02,Filings,4.5,0.219,NA,NA,0.15049451769456754,0.5719748067562787,0.024507392732904223
211,JT-02,Filings,4.5,0.219,NA,NA,0.18207114663794188,0.6448415475675242,0.022746298544749674
212,JT-02,Filings,4.5,0.219,NA,NA,0.13762447501261038,0.6027034950490722,0.013596499223750223
213,JT-02,Filings,4.5,0.219,NA,NA,0.172644916686796,0.5184564980419613,0.016762864820006152
214,JT-02,Filings,4.5,0.219,NA,NA,0.18162232347748208,0.6323329347529111,0.025828099267871964
215,JT-02,Filings,4.5,0.219,NA,NA,0.2075846421935013,0.5997237851666096,0.02000181894327099
216,JT-02,Filings,4.5,0.219,NA,NA,0.19426352711722408,0.5665663399549291,0.018841594753453438
217,JT-02,Filings,4.5,0.219,NA,NA,0.1678473646360809,0.5771811708875019,0.017612478782793033
218,JT-02,Filings,4.5,0.219,NA,NA,0.18035664018280206,0.5549529475398893,0.019844910037933067
219,JT-02,Filings,4.5,0.219,NA,NA,0.18070851058406812,0.525210400806874,0.02691899214678759
220,JT-02,Filings,4.5,0.219,NA,NA,0.16171758331916203,0.5248041029548005,0.02556384107150174
221,JT-02,Filings,4.5,0.219,NA,NA,0.1502097968184162,0.5095596879211154,0.024804257052574063
222,JT-02,Filings,4.5,0.219,NA,NA,0.18122970394368904,0.4832394576384701,0.018737982396189942
223,JT-02,Filings,4.5,0.219,NA,NA,0.18373042856447794,0.5720538190753692,0.015362089549533877
224,JT-02,Filings,4.5,0.219,NA,NA,0.1293684025175011,0.5503584477802033,0.02035057874123156
225,JT-02,Filings,4.5,0.219,NA,NA,0.1169325937975895,0.5301225007961325,0.020780969527163465
226,JT-02,Filings,4.5,0.219,NA,NA,0.111305771204571,0.5301814578064719,0.02230160864492362
227,JT-02,Filings,4.5,0.219,NA,NA,0.1690443985401701,0.5485610463296418,0.0259730607675525
228,JT-02,Filings,4.5,0.219,NA,NA,0.13481623779066879,0.5786890102711522,0.02392039871961286
229,JT-02,Filings,4.5,0.219,NA,NA,0.15799186533533244,0.5013827368360582,0.020210688223539608
230,JT-02,Filings,4.5,0.219,NA,NA,0.190373551823096,0.5130279102434517,0.025090957407642084
231,JT-02,Filings,4.5,0.219,NA,NA,0.14886427206215874,0.6002432313672434,0.017326648785262192
232,JT-02,Filings,4.5,0.219,NA,NA,0.12746413894816616,0.5197020467078148,0.007548147717569304
233,JT-02,Filings,4.5,0.219,NA,NA,0.19957773092627742,0.5975401710253327,0.022627400117553403
234,JT-02,Filings,4.5,0.219,NA,NA,0.21542409076904973,0.5443935440776134,0.01645297416057446
235,JT-02,Filings,4.5,0.219,NA,NA,0.18824784120349633,0.5478032333847193,0.018767726381920775
236,JT-02,Filings,4.5,0.219,NA,NA,0.18247390438473368,0.5783490353109049,0.018820396392836003
237,JT-02,Filings,4.5,0.219,NA,NA,0.1445842448692311,0.5152658398979997,0.027682906230471913
238,JT-02,Filings,4.5,0.219,NA,NA,0.15147853024915464,0.4875548747577817,0.01618848814697403
239,JT-02,Filings,4.5,0.219,NA,NA,0.1751429094572778,0.5926189217734176,0.017754653690394216
240,JT-02,Filings,4.5,0.219,NA,NA,0.18228811216476928,0.5503826701654561,0.023211768743161477
241,JT-02,Filings,4.5,0.219,NA,NA,0.16567950230656736,0.4504422060778644,0.01978558699966001
242,JT-02,Filings,4.5,0.219,NA,NA,0.14979787220127067,0.5055944881314314,0.015579758624932116
243,JT-02,Filings,4.5,0.219,NA,NA,0.19581306731639853,0.5797183566265143,0.021527545913439135
244,JT-02,Filings,4.5,0.219,NA,NA,0.18488078024709192,0.5643769150317528,0.02225999210863131
245,JT-02,Filings,4.5,0.219,NA,NA,0.20297720958374327,0.5462476529152525,0.0076437336093868585
246,JT-02,Filings,4.5,0.219,NA,NA,0.174299483534974,0.49371919797788266,0.02368097857470864
247,JT-02,Filings,4.5,0.219,NA,NA,0.14881901196018055,0.5701639983870352,0.021375797167014023
248,JT-02,Filings,4.5,0.219,NA,NA,0.1519779970721016,0.5196511688635512,0.02422155491438623
249,JT-02,Filings,4.5,0.219,NA,NA,0.1740581457172952,0.5680487561991193,0.011983823141341622
250,JT-02,Filings,4.5,0.219,NA,NA,0.16586182127027427,0.5225915029295847,0.023331772868684923
251,JT-02,Filings,4.5,0.219,NA,NA,0.17719340910810982,0.5044218510490783,0.017502680501171347
252,JT-02,Filings,4.5,0.219,NA,NA,0.1579047258607807,0.5709320944442318,0.02045319996782314
253,JT-02,Filings,4.5,0.219,NA,NA,0.10671724374560687,0.5506666271066057,0.028695830167384057
254,JT-02,Filings,4.5,0.219,NA,NA,0.18819036962959226,0.610821227025591,0.020751267180176926
255,JT-02,Filings,4.5,0.219,NA,NA,0.2037875752555822,0.6326609485095788,0.01581034627811534
256,JT-02,Filings,4.5,0.219,NA,NA,0.1779894480099248,0.5939734773737404,0.016898258650791885
257,JT-02,Filings,4.5,0.219,NA,NA,0.19644269546105225,0.5361839037164294,0.02289414661842954
258,JT-02,Filings,4.5,0.219,NA,NA,0.18111734121231857,0.49722570875047073,0.022603797844497557
259,JT-02,Filings,4.5,0.219,NA,NA,0.1737126264384318,0.537578100745803,0.026756593083768473
260,JT-02,Filings,4.5,0.219,NA,NA,0.18572764147765733,0.5680037320377603,0.02330069268791253
261,JT-02,Filings,4.5,0.219,NA,NA,0.14133598626250074,0.5145944707512734,0.023341359806770986
262,JT-02,Filings,4.5,0.219,NA,NA,0.14912672338347444,0.534884401330193,0.019341742475583644
263,JT-02,Filings,4.5,0.219,NA,NA,0.1624894740221939,0.44727348543239004,0.023495547013268846
264,JT-02,Filings,4.5,0.219,NA,NA,0.12154622576500573,0.5651298271450379,0.016111445442397277
265,JT-02,Filings,4.5,0.219,NA,NA,0.1681317645815684,0.5573661576848269,0.028858423069355266
266,JT-02,Filings,4.5,0.219,NA,NA,0.16160836526433195,0.5937845440320036,0.02095369330144608
267,JT-02,Filings,4.5,0.219,NA,NA,0.17761313929731493,0.6118405936485237,0.01704284074183366
